,0
refractory colorectal carcinoma,0
refractory cutaneous melanoma,0
refractory cutaneous squamous cell carcinoma of the head and neck,0
refractory cytopenia of childhood,0
refractory dedifferentiated chordoma,0
refractory dedifferentiated liposarcoma,0
refractory desmoid fibromatosis,0
refractory desmoplastic small round cell tumor,0
refractory differentiated thyroid gland carcinoma,0
refractory diffuse intrinsic pontine glioma,0
refractory diffuse large b-cell lymphoma,0
refractory digestive system carcinoma,0
refractory digestive system neuroendocrine carcinoma,0
refractory digestive system neuroendocrine neoplasm,0
refractory distal bile duct adenocarcinoma,0
refractory double-hit lymphoma,0
"refractory ebv-positive diffuse large b-cell lymphoma, not otherwise specified",0
refractory ebv-related lymphoma,0
refractory endometrial adenocarcinoma,0
refractory endometrial carcinoma,0
refractory endometrial clear cell adenocarcinoma,0
refractory endometrial dedifferentiated carcinoma,0
refractory endometrial endometrioid adenocarcinoma,0
refractory endometrial mixed cell adenocarcinoma,0
refractory endometrial mucinous adenocarcinoma,0
refractory endometrial serous adenocarcinoma,0
refractory endometrial squamous cell carcinoma,0
refractory endometrial transitional cell carcinoma,0
refractory endometrial undifferentiated carcinoma,0
refractory enteropathy-associated t-cell lymphoma,0
refractory ependymoma,0
refractory epithelioid malignant peripheral nerve sheath tumor,0
refractory epithelioid sarcoma,0
refractory erdheim-chester disease,0
refractory esophageal adenocarcinoma,0
refractory esophageal carcinoma,0
refractory esophageal squamous cell carcinoma,0
refractory ewing sarcoma,0
refractory ewing sarcoma/peripheral primitive neuroectodermal tumor,0
refractory extensive stage lung small cell carcinoma,0
refractory extracranial malignant solid neoplasm,0
refractory extrahepatic bile duct carcinoma,0
refractory extranodal diffuse large b-cell lymphoma,0
refractory extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue,0
refractory extrarenal rhabdoid tumor of the ovary,0
refractory extraskeletal myxoid chondrosarcoma,0
refractory fallopian tube adenocarcinoma,0
refractory fallopian tube carcinoma,0
refractory fallopian tube clear cell adenocarcinoma,0
refractory fallopian tube endometrioid adenocarcinoma,0
refractory fallopian tube high grade serous adenocarcinoma,17398
refractory fallopian tube mucinous adenocarcinoma,0
refractory fallopian tube transitional cell carcinoma,0
refractory fallopian tube undifferentiated carcinoma,0
refractory female reproductive system carcinoma,0
refractory fibrosarcoma,0
refractory follicular lymphoma,0
refractory follicular t-cell lymphoma,0
refractory gallbladder carcinoma,0
refractory ganglioneuroblastoma,0
refractory gastric adenocarcinoma,0
refractory gastric carcinoma,0
refractory gastroesophageal junction adenocarcinoma,0
refractory giant cell glioblastoma,0
refractory glioblastoma,0
refractory glioma,0
refractory gliosarcoma,0
refractory her2-negative breast carcinoma,0
refractory her2-positive breast carcinoma,0
refractory hairy cell leukemia,0
refractory hairy cell leukemia variant,0
refractory head and neck carcinoma,0
refractory head and neck squamous cell carcinoma,0
refractory hematologic malignancy,0
refractory hepatoblastoma,0
refractory hepatocellular carcinoma,0
refractory hepatosplenic t-cell lymphoma,0
refractory high grade burkitt-like lymphoma,0
refractory histiocytic and dendritic cell neoplasm,0
refractory hodgkin lymphoma,0
refractory hormone receptor-positive breast carcinoma,0
refractory human papillomavirus-related malignant neoplasm,0
refractory hypopharyngeal squamous cell carcinoma,0
refractory indolent adult non-hodgkin lymphoma,0
refractory intrahepatic cholangiocarcinoma,0
refractory intravascular b-cell lymphoma,0
refractory kaposi sarcoma,0
refractory kidney carcinoma,0
refractory kidney medullary carcinoma,0
refractory langerhans cell histiocytosis,0
refractory laryngeal squamous cell carcinoma,0
refractory leiomyosarcoma,0
refractory leukemia,0
refractory liposarcoma,0
refractory liver carcinoma,0
refractory low grade astrocytoma,0
refractory low grade fallopian tube serous adenocarcinoma,0
refractory low grade glioma,0
refractory lung adenocarcinoma,0
refractory lung carcinoma,0
refractory lung non-small cell carcinoma,0
refractory lung non-small cell squamous carcinoma,0
refractory lung non-squamous non-small cell carcinoma,0
refractory lung small cell carcinoma,0
refractory lung squamous cell carcinoma,0
refractory lymphoblastic lymphoma,0
refractory lymphocyte-depleted classic hodgkin lymphoma,0
refractory lymphocyte-rich classic hodgkin lymphoma,0
refractory lymphoma,0
refractory lymphoplasmacytic lymphoma,0
refractory male reproductive system carcinoma,0
refractory malignant bone neoplasm,0
refractory malignant brain neoplasm,0
refractory malignant endocrine neoplasm,0
refractory malignant female reproductive system neoplasm,0
refractory malignant gastrointestinal stromal tumor,17398
refractory malignant germ cell tumor,0
refractory malignant glioma,0
refractory malignant glomus tumor,0
refractory malignant head and neck neoplasm,0
refractory malignant leptomeningeal neoplasm,0
refractory malignant lymphoid neoplasm,0
refractory malignant male reproductive system neoplasm,0
refractory malignant mastocytosis,0
refractory malignant mesothelioma,0
refractory malignant myoepithelioma,0
refractory malignant neoplasm,0
refractory malignant neoplasm of multiple primary sites,0
refractory malignant oral neoplasm,0
refractory malignant ovarian brenner tumor,0
refractory malignant peripheral nerve sheath tumor,0
refractory malignant pharyngeal neoplasm,0
refractory malignant salivary gland neoplasm,0
refractory malignant skin neoplasm,0
refractory malignant soft tissue neoplasm,0
refractory malignant solid neoplasm,0
refractory malignant testicular germ cell tumor,0
refractory malignant thymoma,0
refractory malignant thyroid gland neoplasm,0
refractory malignant urinary system neoplasm,0
refractory mantle cell lymphoma,0
refractory marginal zone lymphoma,0
refractory mature b-cell lymphoma,17398
refractory mature t-cell and nk-cell neoplasm,0
refractory mature t-cell and nk-cell non-hodgkin lymphoma,0
refractory mediastinal lymphoma,0
refractory medulloblastoma,0
"refractory medulloblastoma, shh-activated",0
"refractory medulloblastoma, wnt-activated",0
refractory melanoma,0
refractory meningioma,0
refractory merkel cell carcinoma,0
refractory metastatic digestive system carcinoma,0
refractory metastatic melanoma,0
refractory metastatic pancreatic adenocarcinoma,0
refractory microsatellite stable colorectal carcinoma,0
refractory microsatellite stable endometrial carcinoma,17398
refractory mixed cellularity classic hodgkin lymphoma,0
refractory mixed phenotype acute leukemia,0
refractory monomorphic epitheliotropic intestinal t-cell lymphoma,0
refractory monomorphic post-transplant lymphoproliferative disorder,0
refractory mucosal melanoma,0
refractory mycosis fungoides,0
refractory mycosis fungoides and sezary syndrome,0
refractory myelodysplastic syndrome,0
refractory myelodysplastic/myeloproliferative neoplasm,0
refractory myeloid neoplasm,0
refractory myeloproliferative neoplasm,0
refractory myxoid liposarcoma,0
"refractory nk-cell lymphoma, unclassifiable",0
refractory nasal type extranodal nk/t-cell lymphoma,0
refractory nasopharyngeal carcinoma,0
refractory neoplasm,0
refractory neoplastic post-transplant lymphoproliferative disorder,17398
refractory neuroblastoma,0
refractory neuroendocrine carcinoma,0
refractory neuroendocrine neoplasm,0
refractory neutropenia,0
refractory nodal marginal zone b-cell lymphoma,0
refractory nodal marginal zone lymphoma,0
refractory nodal peripheral t-cell lymphoma with tfh phenotype,0
refractory nodular lymphocyte predominant hodgkin lymphoma,0
refractory nodular sclerosis classic hodgkin lymphoma,0
refractory non-cutaneous melanoma,0
refractory non-hodgkin lymphoma,0
refractory non-muscle invasive bladder urothelial carcinoma,0
refractory ocular melanoma,0
refractory oral cavity squamous cell carcinoma,0
refractory oropharyngeal squamous cell carcinoma,0
refractory osteosarcoma,0
refractory ovarian adenocarcinoma,0
refractory ovarian carcinoma,0
refractory ovarian clear cell adenocarcinoma,0
refractory ovarian endometrioid adenocarcinoma,0
refractory ovarian high grade serous adenocarcinoma,17398
refractory ovarian low grade serous adenocarcinoma,17398
refractory ovarian mucinous adenocarcinoma,0
refractory ovarian seromucinous carcinoma,0
refractory ovarian serous adenocarcinoma,0
refractory ovarian squamous cell carcinoma,0
refractory ovarian transitional cell carcinoma,0
refractory ovarian undifferentiated carcinoma,0
refractory pancreatic adenocarcinoma,0
refractory pancreatic carcinoma,0
refractory pancreatic ductal adenocarcinoma,0
refractory pancreatic neuroendocrine carcinoma,0
refractory pancreatobiliary carcinoma,0
refractory paraganglioma,0
refractory paranasal sinus squamous cell carcinoma,0
refractory penile carcinoma,0
refractory peripheral primitive neuroectodermal tumor,0
"refractory peripheral t-cell lymphoma, not otherwise specified",0
refractory ph-like acute lymphoblastic leukemia,0
refractory plasma cell myeloma,0
refractory plasma cell neoplasm,0
refractory plasmablastic lymphoma,0
refractory pleural malignant mesothelioma,0
refractory polymorphic post-transplant lymphoproliferative disorder,0
refractory primary amyloidosis,0
refractory primary bone lymphoma,0
refractory primary central nervous system neoplasm,0
refractory primary cutaneous anaplastic large cell lymphoma,0
"refractory primary cutaneous diffuse large b-cell lymphoma, leg type",0
refractory primary cutaneous lymphoma,0
refractory primary cutaneous t-cell non-hodgkin lymphoma,0
refractory primary diffuse large b-cell lymphoma of the central nervous system,0
refractory primary effusion lymphoma,0
refractory primary malignant central nervous system neoplasm,0
refractory primary mediastinal (thymic) large b-cell lymphoma,0
refractory primary myelofibrosis,0
refractory primary peritoneal adenocarcinoma,0
refractory primary peritoneal carcinoma,0
refractory primary peritoneal clear cell adenocarcinoma,0
refractory primary peritoneal endometrioid adenocarcinoma,0
refractory primary peritoneal high grade serous adenocarcinoma,0
refractory primary peritoneal low grade serous adenocarcinoma,0
refractory primary peritoneal serous adenocarcinoma,0
refractory primary peritoneal transitional cell carcinoma,0
refractory primary peritoneal undifferentiated carcinoma,0
"refractory primary systemic anaplastic large cell lymphoma, alk-positive",0
refractory primary vitreoretinal diffuse large b-cell lymphoma,0
refractory primary vitreoretinal non-hodgkin lymphoma,0
refractory primitive neuroectodermal tumor,0
refractory prostate adenocarcinoma,0
refractory prostate carcinoma,0
refractory pseudomyxoma peritonei,0
refractory rectal adenocarcinoma,0
refractory rectal carcinoma,0
refractory rectal squamous cell carcinoma,0
refractory renal cell carcinoma,0
refractory renal pelvis urothelial carcinoma,0
refractory rhabdoid tumor,0
refractory rhabdoid tumor of the kidney,0
refractory rhabdomyosarcoma,0
refractory round cell liposarcoma,0
refractory salivary gland carcinoma,0
refractory sarcoma,0
refractory sezary syndrome,0
refractory sinonasal squamous cell carcinoma,0
refractory skin squamous cell carcinoma,0
refractory small cell glioblastoma,0
refractory small intestinal carcinoma,0
refractory small lymphocytic lymphoma,0
refractory soft tissue sarcoma,0
refractory spinal cord neoplasm,0
refractory spindle cell sarcoma,0
refractory splenic marginal zone lymphoma,0
refractory squamous cell carcinoma,0
refractory subcutaneous panniculitis-like t-cell lymphoma,0
refractory synovial sarcoma,0
refractory systemic anaplastic large cell lymphoma,0
refractory t acute lymphoblastic leukemia,0
refractory t lymphoblastic leukemia/lymphoma,0
refractory t lymphoblastic lymphoma,0
refractory t-cell large granular lymphocyte leukemia,0
refractory t-cell prolymphocytic leukemia,0
refractory t-cell/histiocyte-rich large b-cell lymphoma,0
refractory testicular lymphoma,0
refractory thrombocytopenia,0
refractory thymic carcinoma,0
refractory thyroid gland anaplastic carcinoma,0
refractory thyroid gland carcinoma,0
refractory thyroid gland follicular carcinoma,0
refractory thyroid gland medullary carcinoma,0
refractory thyroid gland oncocytic carcinoma,17398
refractory thyroid gland papillary carcinoma,0
refractory transformed b-cell non-hodgkin lymphoma,17398
refractory transformed chronic lymphocytic leukemia,0
refractory transformed lymphoma,17398
refractory transformed mycosis fungoides,0
refractory transformed t-cell non-hodgkin lymphoma,0
refractory triple-negative breast carcinoma,0
refractory undifferentiated pleomorphic sarcoma,0
refractory ureter urothelial carcinoma,0
refractory urethral urothelial carcinoma,0
refractory urinary system carcinoma,0
refractory urothelial carcinoma,0
refractory uterine corpus cancer,0
refractory uterine corpus carcinosarcoma,0
refractory uveal melanoma,0
refractory vaginal carcinoma,0
refractory vaginal squamous cell carcinoma,0
refractory visual pathway glioma,0
refractory vulvar carcinoma,0
refractory vulvar squamous cell carcinoma,0
refractory who grade 1 glioma,0
refractory who grade 2 glioma,0
refractory who grade 3 glioma,0
refractory waldenstrom macroglobulinemia,0
refractory wilms tumor,17398
refractory acute lymphoid leukaemia,0
region 17p13 allelic loss associated medulloblastoma,0
regional adrenal gland pheochromocytoma,0
regional digestive system neuroendocrine tumor g1,0
regional malignant ureter neoplasm,0
regional malignant urethral neoplasm,0
regional neuroblastoma,0
regional renal pelvis and ureter urothelial carcinoma,0
regional tumor implant,0
regional ureter carcinoma,0
regressed testicular germ cell tumor,0
regressing cutaneous melanoma,0
regressing melanoma,0
regressing nevus,0
regressing non-cutaneous melanoma,0
renal benign mesenchymoma,0
renal cell carcinoma,0
renal cell carcinoma associated with neuroblastoma,0
renal cell carcinoma associated with xp11.2 translocations/tfe3 gene fusions,0
renal cell carcinoma associated with inv(x)(p11;q12),0
renal cell carcinoma associated with t(x;1)(p11.2;p34),0
renal cell carcinoma associated with t(x;1)(p11.2;q21),0
renal cell carcinoma associated with t(x;17)(p11.2;q25),0
renal cell carcinoma with constitutional chromosome 3 translocations,0
renal cell carcinoma with t(6;11);(p21;q12); malat1-tfeb,0
renal papillary adenoma,0
renal pelvis adenocarcinoma,0
renal pelvis carcinoma,0
renal pelvis inverted papilloma,0
renal pelvis neoplasm,0
renal pelvis papillary urothelial carcinoma,0
renal pelvis papillary urothelial neoplasm,0
renal pelvis squamous cell carcinoma,0
renal pelvis urothelial carcinoma,0
renal pelvis urothelial papilloma,0
renal pelvis and ureter carcinoma,0
renal pelvis and ureter urothelial carcinoma,0
renal vein leiomyosarcoma,0
renomedullary interstitial cell tumor,0
reproductive endocrine neoplasm,0
reproductive system neoplasm,0
resectable adenocarcinoma of unknown primary,0
resectable bile duct adenocarcinoma,0
resectable bladder urothelial carcinoma,17398
resectable breast carcinoma,17398
resectable carcinoma,0
resectable carcinoma of unknown primary,0
resectable cholangiocarcinoma,0
resectable colon carcinoma,0
resectable colorectal carcinoma,0
resectable cutaneous squamous cell carcinoma of the head and neck,0
resectable dedifferentiated liposarcoma,0
resectable digestive system carcinoma,0
resectable duodenal carcinoma,0
resectable extrahepatic bile duct adenocarcinoma,0
resectable extrahepatic bile duct carcinoma,0
resectable glioblastoma,0
resectable glioma,0
resectable head and neck squamous cell carcinoma,0
resectable hepatoblastoma,0
resectable hepatocellular carcinoma,0
resectable intrahepatic cholangiocarcinoma,0
resectable leiomyosarcoma,0
resectable liposarcoma,0
resectable liver and intrahepatic bile duct carcinoma,0
resectable lung non-small cell carcinoma,0
resectable malignant bone neoplasm,17398
resectable malignant female reproductive system neoplasm,0
resectable malignant liver neoplasm,0
resectable malignant mesothelioma,0
resectable malignant neoplasm,0
resectable neuroblastoma,0
resectable oropharyngeal squamous cell carcinoma,0
resectable osteosarcoma,0
resectable pancreatic acinar cell carcinoma,0
resectable pancreatic adenocarcinoma,0
resectable pancreatic adenosquamous carcinoma,0
resectable pancreatic carcinoma,0
resectable pancreatic ductal adenocarcinoma,0
resectable periampullary adenocarcinoma,0
resectable platinum-resistant malignant germ cell tumor,0
resectable pleural malignant mesothelioma,0
resectable renal cell carcinoma,0
resectable sarcoma,0
resectable skin carcinoma,0
resectable skin squamous cell carcinoma,0
resectable small intestinal carcinoma,0
resectable soft tissue sarcoma,0
resectable undifferentiated pleomorphic sarcoma,0
respiratory system neoplasm,0
rete ovarii adenocarcinoma,0
rete ovarii adenoma,0
rete ovarii cystadenofibroma,0
rete ovarii cystadenoma,0
rete ovarii neoplasm,0
rete testis adenocarcinoma,0
rete testis adenoma,0
rete testis neoplasm,0
reticulosarcoma,0
reticulosarcoma involving spleen,0
retiform hemangioendothelioma,0
retinal astrocytoma,0
retinal cavernous hemangioma,0
retinal cell neoplasm,0
retinal hemangioblastoma,0
retinal hemangioma,0
retinal melanoma,0
retinal neoplasm,0
retinal neuroblastoma,0
retinal pigment epithelium adenocarcinoma,0
retinoblastoma,0
retinocytoma,0
retro-orbital neoplasm,0
retromolar trigone squamous cell carcinoma,0
retroperitoneal carcinoma,0
retroperitoneal ganglioneuroma,0
retroperitoneal gastrointestinal stromal tumor,0
retroperitoneal germ cell tumor,0
retroperitoneal hemangiopericytoma,0
retroperitoneal inflammatory myofibroblastic tumor,0
retroperitoneal leiomyosarcoma,0
retroperitoneal lymphoma,0
retroperitoneal malignant peripheral nerve sheath tumor,17398
retroperitoneal neoplasm,0
retroperitoneal rhabdomyosarcoma,17398
retroperitoneal sarcoma,0
retroperitoneal undifferentiated pleomorphic sarcoma,0
retropharyngeal neoplasm,0
rhabdoid meningioma,0
rhabdoid tumor,0
rhabdoid tumor of the kidney,0
rhabdomyoma,0
rhabdomyosarcoma,0
rhabdomyosarcoma with mixed embryonal and alveolar features,0
rosette-forming glioneuronal tumor,0
rosette-forming glioneuronal tumor of the fourth ventricle,0
round cell liposarcoma,0
round cell liposarcoma nci grade 2,0
round cell liposarcoma nci grade 3,0
round cell sarcoma with ewsr1-nfatc2 gene fusion,0
round cell sarcoma with ewsr1-patz1 gene fusion,0
round cell sarcoma with ewsr1-non-ets fusion,0
round cell sarcoma with fus-nfatc2 gene fusion,0
samd9-associated familial myelodysplastic syndrome,0
samd9l-associated familial myelodysplastic syndrome,0
smarcb1 schwannomatosis 1,17398
sacral chordoma,0
sacral intraspinal meningioma,0
sacral spine neoplasm,0
sacrococcygeal teratoma,0
salivary duct carcinoma,0
salivary gland acinic cell carcinoma,0
salivary gland adenocarcinoma,0
"salivary gland adenocarcinoma, not otherwise specified",0
salivary gland adenoid cystic carcinoma,0
salivary gland adenoma,0
salivary gland adenosquamous carcinoma,0
salivary gland basal cell adenocarcinoma,0
salivary gland basal cell adenoma,0
salivary gland canalicular adenoma,0
salivary gland carcinoma,0
salivary gland carcinoma ex pleomorphic adenoma,0
salivary gland carcinosarcoma,0
salivary gland clear cell carcinoma,0
salivary gland cystadenocarcinoma,0
salivary gland cystadenoma,0
salivary gland diffuse large b-cell lymphoma,0
salivary gland ductal papilloma,0
salivary gland epithelial-myoepithelial carcinoma,0
salivary gland follicular lymphoma,0
salivary gland hemangioma,0
salivary gland hodgkin lymphoma,0
salivary gland intraductal carcinoma,0
salivary gland intraductal papilloma,0
salivary gland inverted ductal papilloma,0
salivary gland large cell carcinoma,0
salivary gland large cell neuroendocrine carcinoma,0
salivary gland lipoma,0
salivary gland lymphadenoma,0
salivary gland lymphoepithelial carcinoma,0
salivary gland lymphoma,0
salivary gland monomorphic adenoma,0
salivary gland mucinous adenocarcinoma,0
salivary gland mucoepidermoid carcinoma,0
salivary gland mucosa-associated lymphoid tissue lymphoma,0
salivary gland myoepithelial carcinoma,0
salivary gland myoepithelial tumor,0
salivary gland myoepithelioma,0
salivary gland neoplasm,0
salivary gland neuroendocrine carcinoma,17398
salivary gland nodular fasciitis,0
salivary gland non-hodgkin lymphoma,0
salivary gland oncocytic carcinoma,0
salivary gland oncocytoma,0
salivary gland pleomorphic adenoma,0
salivary gland polymorphous adenocarcinoma,0
salivary gland poorly differentiated carcinoma,0
salivary gland poorly differentiated squamous cell carcinoma,0
salivary gland sebaceous adenoma,0
salivary gland sebaceous carcinoma,0
salivary gland sebaceous lymphadenoma,0
salivary gland secretory carcinoma,0
salivary gland sialadenoma papilliferum,0
salivary gland sialoblastoma,0
salivary gland small cell neuroendocrine carcinoma,0
salivary gland squamous cell carcinoma,0
salivary gland undifferentiated carcinoma,0
sarcoma,0
sarcoma nci grade 1,0
sarcoma nci grade 2,0
sarcoma nci grade 3,0
sarcoma by nci grade,0
sarcoma of the extremity,0
sarcoma with bcor genetic alterations,0
sarcomatoid carcinoma,0
sarcomatoid carcinoma of the penis,0
sarcomatoid hepatocellular carcinoma,0
sarcomatoid intrahepatic cholangiocarcinoma,0
sarcomatoid mesothelioma,0
sarcomatoid renal cell carcinoma,0
sarcomatoid transitional cell carcinoma,0
schistosoma hematobium-related bladder squamous cell carcinoma,0
schistosoma hematobium-related bladder verrucous carcinoma,0
schwannoma,0
schwannoma of the seventh cranial nerve,17398
schwannoma of the twelfth cranial nerve,0
schwannomatosis,0
scirrhous adenocarcinoma,0
scirrhous hepatocellular carcinoma,0
sclerosing atypical lipomatous tumor/well differentiated liposarcoma,0
sclerosing epithelioid fibrosarcoma,0
sclerosing odontogenic carcinoma,0
sclerosing pecoma,0
sclerosing pneumocytoma,0
sclerosing polycystic adenosis,0
sclerosing rhabdomyosarcoma,0
sclerosing thymoma,0
scrotal basal cell carcinoma,0
scrotal carcinoma,0
scrotal hemangioma,0
scrotal liposarcoma,0
scrotal melanoma,0
scrotal neoplasm,0
scrotal paget disease,0
scrotal sarcoma,0
scrotal squamous cell carcinoma,0
sebaceoma,0
sebaceous adenoma,0
sebaceous carcinoma,0
sebaceous gland neoplasm,0
seborrheic keratosis,0
second primary malignant neoplasm,0
second primary tumor,0
secondary acute myeloid leukemia,0
secondary carcinoma,0
"secondary central atypical cartilaginous tumor/chondrosarcoma, grade 1",0
secondary central chondrosarcoma,0
secondary central nervous system hodgkin lymphoma,0
secondary central nervous system lymphoma,0
secondary central nervous system non-hodgkin lymphoma,0
secondary cerebral hodgkin lymphoma,0
secondary chondrosarcoma,0
secondary choroidal non-hodgkin lymphoma,0
secondary glioblastoma,0
secondary heart lymphoma,0
secondary malignant neoplasm,0
secondary myelodysplastic syndrome,0
secondary osteosarcoma,0
secondary peripheral atypical cartilaginous tumor,0
"secondary peripheral atypical cartilaginous tumor/chondrosarcoma, grade 1",0
secondary peripheral chondrosarcoma,0
secondary prostate urothelial carcinoma,0
secondary supratentorial anaplastic astrocytoma,0
secretory meningioma,0
sellar chondroid chordoma,0
sellar chordoma,0
sellar choriocarcinoma,0
sellar dedifferentiated chordoma,0
sellar embryonal carcinoma,0
sellar gangliocytoma,0
sellar germ cell tumor,0
sellar germinoma,0
sellar immature teratoma,0
sellar mature teratoma,0
sellar meningioma,0
sellar mixed germ cell tumor,0
sellar neuroblastoma,0
sellar neurocytoma,0
sellar paraganglioma,17398
sellar region neoplasm,0
sellar schwannoma,0
sellar solitary fibrous tumor,17398
sellar teratoma,0
sellar teratoma with malignant transformation,0
sellar yolk sac tumor,0
seminal vesicle adenocarcinoma,0
seminal vesicle angiosarcoma,0
seminal vesicle cystadenoma,0
seminal vesicle leiomyoma,0
seminal vesicle leiomyosarcoma,0
seminal vesicle mammary-type myofibroblastoma,0
seminal vesicle mixed epithelial and stromal tumor,0
seminal vesicle neoplasm,0
seminal vesicle schwannoma,0
seminal vesicle soft tissue neoplasm,0
seminal vesicle squamous cell carcinoma,0
seminoma,0
serous adenocarcinoma,0
serous adenofibroma,0
serous cystadenocarcinoma,0
serous cystadenoma,0
serous endometrial intraepithelial carcinoma,0
serous neoplasm,0
serous surface papillary carcinoma,0
serous surface papilloma,0
serous tubal intraepithelial carcinoma,0
serous tubal intraepithelial lesion,0
serrated lesions and polyps,26
sex cord-stromal tumor,0
sex hormone-producing adrenal cortical adenoma,0
sezary syndrome,0
shared neoantigen-positive malignant solid neoplasm,0
sialolipoma,0
sigmoid colon carcinoma,0
sigmoid colon neuroendocrine tumor g1,17398
signet ring cell carcinoma,0
signet ring cell intrahepatic cholangiocarcinoma,0
signet ring cell/histiocytoid carcinoma,0
signet ring melanoma,0
simple endometrial hyperplasia,5
simple endometrial hyperplasia with atypia,0
sinonasal adenocarcinoma,0
"sinonasal adenocarcinoma, intestinal-type",0
"sinonasal adenocarcinoma, intestinal-type with colonic pattern",0
"sinonasal adenocarcinoma, intestinal-type with mixed pattern",0
"sinonasal adenocarcinoma, intestinal-type with mucinous pattern",0
"sinonasal adenocarcinoma, intestinal-type with papillary pattern",0
"sinonasal adenocarcinoma, intestinal-type with solid pattern",0
"sinonasal adenocarcinoma, non-intestinal-type",0
"sinonasal adenocarcinoma, non-salivary-type",0
"sinonasal adenocarcinoma, salivary-type",0
sinonasal ameloblastoma,0
sinonasal angiosarcoma,0
sinonasal carcinoma,0
sinonasal desmoid fibromatosis,0
sinonasal epithelioid hemangioendothelioma,0
sinonasal ewing sarcoma/peripheral primitive neuroectodermal tumor,0
sinonasal exophytic papilloma,0
sinonasal extranodal nk/t-cell lymphoma,0
sinonasal fibrosarcoma,0
sinonasal glomangiopericytoma,0
sinonasal hemangioma,0
sinonasal human papillomavirus-related carcinoma with adenoid cystic-like features,0
sinonasal inverted papilloma,0
sinonasal keratinizing squamous cell carcinoma,0
sinonasal large cell neuroendocrine carcinoma,0
sinonasal leiomyoma,0
sinonasal leiomyosarcoma,0
sinonasal lymphoepithelial carcinoma,0
sinonasal lymphoma,0
sinonasal malignant peripheral nerve sheath tumor,0
sinonasal mucosal melanoma,0
sinonasal nut carcinoma,0
sinonasal neoplasm,0
sinonasal neuroendocrine carcinoma,0
sinonasal neurofibroma,0
sinonasal non-hodgkin lymphoma,0
sinonasal non-keratinizing squamous cell carcinoma,0
sinonasal olfactory neuroblastoma,0
sinonasal oncocytic papilloma,0
sinonasal papilloma,0
sinonasal plasmacytoma,0
sinonasal pleomorphic adenoma,0
sinonasal poorly differentiated carcinoma,0
sinonasal rhabdomyosarcoma,0
sinonasal sarcoma,0
sinonasal schwannoma,0
sinonasal small cell neuroendocrine carcinoma,0
sinonasal soft tissue neoplasm,0
sinonasal solitary fibrous tumor,0
sinonasal spindle cell squamous cell carcinoma,0
sinonasal squamous cell carcinoma,0
sinonasal synovial sarcoma,0
sinonasal teratocarcinosarcoma,0
sinonasal undifferentiated carcinoma,0
sinonasal undifferentiated pleomorphic sarcoma,0
sinusoidal hemangioma,0
skeletal muscle neoplasm,0
skin acantholytic squamous cell carcinoma,0
skin adamantinoid basal cell carcinoma,0
skin adenoid basal cell carcinoma,0
skin adenosquamous carcinoma,0
skin angiolipoma,0
skin angiosarcoma,0
skin appendage adenoma,0
skin appendage neoplasm,0
skin atypical lipomatous tumor/well differentiated liposarcoma,0
skin basal cell carcinoma,0
skin basal cell carcinoma with adnexal differentiation,0
skin basal cell carcinoma with sarcomatoid differentiation,0
skin basal cell carcinoma with sebaceous differentiation,0
skin basaloid carcinoma,0
skin basosquamous cell carcinoma,0
skin carcinoma,0
skin cavernous hemangioma,0
skin clear cell basal cell carcinoma,0
skin clear cell squamous cell carcinoma,0
skin cystic basal cell carcinoma,0
skin epithelioid hemangioma,0
skin ewing sarcoma,0
skin fibroblastic neoplasm,0
skin fibroepithelial basal cell carcinoma,0
skin fibrohistiocytic neoplasm,0
skin fibrous histiocytoma,0
"skin fibrous histiocytoma, cellular variant",0
"skin fibrous histiocytoma, epithelioid variant",0
"skin fibrous histiocytoma, fibroblastic variant",0
"skin fibrous histiocytoma, histiocytic variant",0
skin follicular basal cell carcinoma,0
skin glomangioma,0
skin glomus tumor,0
skin hemangioendothelioma,0
skin hemangioma,0
skin hemangiopericytoma,0
skin infiltrating basal cell carcinoma,0
skin infundibulocystic basal cell carcinoma,0
skin intermediate fibrohistiocytic neoplasm,0
skin kaposi sarcoma,0
skin keratotic basal cell carcinoma,0
skin leiomyoma,0
skin lipoma,0
skin lipomatous neoplasm,0
skin liposarcoma,0
skin lymphangioleiomyomatosis,0
skin lymphangioma,0
skin lymphangiosarcoma,0
skin lymphoepithelioma-like carcinoma,0
skin melanocytic neoplasm,0
skin metatypical carcinoma,0
skin micronodular basal cell carcinoma,0
skin myoepithelioma,0
skin myxofibrosarcoma,0
skin myxoma,0
skin neoplasm,0
skin nodular basal cell carcinoma,0
skin nodular solid basal cell carcinoma,0
skin nodulo-ulcerative basal cell carcinoma,0
skin papilloma,0
skin pigmented basal cell carcinoma,0
skin pleomorphic lipoma,0
skin pleomorphic liposarcoma,0
skin pseudovascular squamous cell carcinoma,0
skin radiation-related angiosarcoma,0
skin sarcoma,0
skin sclerosing/morphoeic basal cell carcinoma,0
skin signet ring cell basal cell carcinoma,0
skin smooth muscle neoplasm,0
skin soft tissue neoplasm,0
skin spindle cell lipoma,0
skin spindle cell squamous cell carcinoma,0
skin spindle cell/pleomorphic lipoma,0
skin squamous cell carcinoma,0
skin squamous cell carcinoma in situ,0
skin squamous cell carcinoma with osteoclast-like giant cells,0
skin squamous cell carcinoma with sarcomatoid differentiation,0
